id,publication,nombreVues,nombreJaime
1197,"2024-03-02 13:30:16",3768670,262485
1169,"2024-03-15 19:10:44",3847224,80974
35260,"2024-04-05 13:00:44",4280033,314347
35351,"2024-04-09 16:53:34",4395167,121640
1866,"2024-03-19 08:22:03",4659224,239409
1441,"2024-03-24 10:31:41",4665998,397288
731,"2024-03-25 10:00:11",5343547,180223
1740,"2024-03-20 15:00:22",5655925,235992
36365,"2024-04-02 15:00:09",6380549,155855
34933,"2024-04-10 10:00:38",7537377,92639
36125,"2024-04-04 20:48:59",7752704,361733
843,"2024-04-01 07:00:27",7829936,285079
35557,"2024-04-05 09:15:00",7853336,94175
35711,"2024-04-11 20:27:46",8215662,498032
1211,"2024-03-16 07:04:40",8755401,87303
749,"2024-03-19 19:00:07",9684399,337132
778,"2024-03-26 10:21:17",11396298,498196
1763,"2024-03-19 13:35:53",13120133,529795
1627,"2024-03-10 16:00:15",13223752,384659
36592,"2024-04-02 11:15:00",15606441,202053
1910,"2024-03-26 00:25:45",15685954,222395
1865,"2024-03-18 09:00:50",17422072,840392
956,"2024-03-12 07:17:01",17702991,519514
36090,"2024-03-30 01:20:45",39163093,1684584
110,"2024-04-02 13:47:24",64006,2502
34125,"2024-04-04 13:07:57",155920,14285
1061,"2024-03-28 19:51:57",173574,12067
35520,"2024-04-11 07:15:39",239360,7226
36040,"2024-04-13 09:57:46",478858,17095
34157,"2024-03-25 05:10:27",525498,21551
35269,"2024-04-13 14:59:51",527685,41098
99,"2024-04-01 17:47:21",559666,38789
742,"2024-03-30 11:30:19",728615,48433
1282,"2024-03-29 01:34:19",741597,13056
35369,"2024-03-31 17:02:55",880550,None
36584,"2024-03-28 12:30:06",940438,55722
801,"2024-03-13 20:40:51",955315,46404
36086,"2024-04-06 16:00:02",1105342,87077
380,"2024-04-01 17:54:28",1163871,84178
36350,"2024-04-05 10:17:51",1198664,63253
1510,"2024-04-01 13:30:00",1240618,125152
35193,"2024-04-11 21:00:58",1352107,187822
1146,"2024-03-31 08:39:00",1381920,128668
841,"2024-03-28 03:32:24",1448358,140069
36054,"2024-04-08 16:36:55",1453923,31057
36532,"2024-04-13 15:00:27",1513049,108522
572,"2024-03-26 14:40:54",1585853,61638
723,"2024-03-31 23:20:00",1634099,94195
1854,"2024-04-01 08:39:00",1688576,101422
36660,"2024-04-09 08:39:00",1723925,78625
34367,"2024-04-03 09:31:11",2093514,73271
1137,"2024-03-27 16:39:18",2289734,179339
35807,"2024-04-10 15:11:01",2474957,147915
1204,"2024-03-15 12:01:34",2643018,43313
875,"2024-03-22 11:07:44",2834597,55118
35967,"2024-04-05 05:31:37",3421554,246923
35901,"2024-04-07 09:00:51",3554358,297342
392,"2024-03-29 12:00:44",3745199,246739
1278,"2024-03-02 19:38:43",3907267,325407
36529,"2024-04-09 16:00:16",3995284,211912
35739,"2024-04-10 16:18:50",4209651,309083
1860,"2024-03-28 09:02:29",4444592,135246
794,"2024-03-28 06:49:30",4489986,152529
1390,"2024-03-23 11:29:28",5419825,265767
35338,"2024-04-05 08:00:24",5680947,75337
1366,"2024-03-28 13:20:00",5747735,531828
972,"2024-03-16 15:27:26",5833857,26783
36562,"2024-03-27 07:50:45",6079768,182485
1447,"2024-03-31 01:00:36",6628734,280117
35747,"2024-04-10 09:15:03",7788760,710920
33617,"2024-03-20 20:34:37",7969032,37500
36593,"2024-04-02 12:39:10",10188461,249725
365,"2024-03-29 10:49:07",10542627,540107
35766,"2024-04-04 10:24:50",10986111,393599
36406,"2024-04-10 07:00:41",11308320,217362
1124,"2024-03-27 16:01:24",11360495,727512
35892,"2024-04-04 04:17:48",16574677,None
1500,"2024-03-20 17:06:59",16679542,677227
1426,"2024-03-21 12:33:27",18163012,856523
1842,"2024-03-30 08:18:30",20233322,None
35722,"2024-04-05 13:52:35",20763293,831906
1319,"2024-03-22 21:39:20",22084648,409595
33872,"2024-03-29 06:54:19",26484334,1207294
36430,"2024-03-15 13:30:20",30450088,None
1246,"2024-03-15 07:41:53",47234781,1886884
33629,"2024-03-13 19:29:19",179814,8356
34021,"2024-04-02 19:03:06",273832,11090
34990,"2024-04-09 16:00:00",319809,31118
203,"2024-03-31 20:00:23",374321,8037
69,"2024-04-02 15:00:05",407614,44164
33084,"2024-04-03 11:30:03",684555,55841
768,"2024-03-27 17:43:47",690445,32550
509,"2024-03-29 16:00:01",721673,30711
36781,"2024-04-14 14:15:01",861975,57339
36806,"2024-04-14 13:12:53",903420,84773
36634,"2024-04-04 17:41:36",915177,63808
35861,"2024-04-14 16:53:58",919773,112454
33409,"2024-03-30 17:00:17",1024092,82158
34325,"2024-04-03 13:12:49",1181398,99370
34373,"2024-04-01 15:00:31",1711274,130260
36821,"2024-04-13 21:21:44",1765262,147765
35368,"2024-04-07 15:01:35",2086705,67579
1455,"2024-03-27 23:53:10",2343035,223757
36761,"2024-04-12 14:58:00",2492562,163822
1316,"2024-03-09 23:14:43",3089369,128660
1334,"2024-03-31 22:34:51",3125881,166623
1200,"2024-03-21 10:38:14",3420649,50388
34505,"2024-04-02 12:00:11",3550157,137383
893,"2024-03-28 12:29:44",3740547,152550
869,"2024-03-24 11:00:05",3989169,176070
36516,"2024-04-10 10:12:51",4781506,75124
35486,"2024-03-25 14:05:49",5460488,203328
1357,"2024-03-28 11:53:55",5704466,117419
1477,"2024-03-25 16:17:23",8330553,212592
35971,"2024-04-06 13:00:18",8334540,261974
318,"2024-03-13 11:00:09",13697919,136584
844,"2024-03-24 12:30:07",14306206,449577
1605,"2024-03-22 11:37:27",16776408,367610
1271,"2024-03-08 02:10:42",22673740,562866
892,"2024-02-29 09:05:51",30320755,657638
33508,"2024-04-04 06:04:50",105594,None
33976,"2024-04-02 19:09:08",524276,87575
35427,"2024-04-01 23:24:44",539753,30282
35519,"2024-03-17 06:39:50",945715,19785
36858,"2024-03-29 11:28:15",1281914,73632
34457,"2024-04-03 20:15:00",1781236,42129
36852,"2024-04-12 15:37:00",2526549,38159
35550,"2024-04-03 17:56:48",3099762,231995
912,"2024-03-12 01:30:04",3104308,166599
36788,"2024-04-09 18:32:33",3152246,136687
1812,"2024-03-27 21:00:18",3337653,202372
34722,"2024-04-02 21:00:33",3565894,179519
36601,"2024-04-04 23:53:35",4119972,57113
1156,"2024-03-26 12:03:03",4870925,123091
1128,"2024-03-28 17:33:01",5603384,193687
34543,"2024-03-31 06:32:34",7406747,165029
1727,"2024-03-26 16:51:44",23586909,768247
36060,"2024-03-30 20:00:33",24034553,1039898
1129,"2024-03-15 06:00:10",54085291,1621340
213,"2024-02-26 02:12:26",79338282,1702368
871,"2024-04-02 16:31:28",78168,7159
35601,"2024-04-13 13:39:59",88549,7487
33091,"2024-04-03 19:02:57",177989,15155
35590,"2024-04-09 10:00:41",232681,3988
36466,"2024-04-08 07:52:19",376205,13107
33458,"2024-04-01 13:51:16",384862,24333
785,"2024-04-01 20:09:49",443831,34486
36668,"2024-04-12 09:30:06",444677,65786
1270,"2024-03-28 18:00:21",469320,55990
916,"2024-03-28 12:00:42",634941,14342
546,"2024-03-27 14:15:00",636817,75122
182,"2024-03-28 13:13:58",1059921,85144
35318,"2024-04-08 18:27:24",1124198,138847
35028,"2024-04-07 19:55:53",1484883,111862
1857,"2024-03-31 16:00:15",1964326,158461
36504,"2024-04-13 18:04:50",2333798,87309
36071,"2024-04-08 17:25:00",2346710,157308
929,"2024-03-26 17:18:59",2406190,113283
894,"2024-03-04 15:55:18",3271984,80039
1420,"2024-03-28 15:00:08",3364244,201587
36811,"2024-04-05 15:08:48",4237539,281446
511,"2024-03-21 14:01:07",4640610,68790
36820,"2024-04-04 02:00:18",7062756,462239
1800,"2024-03-23 11:36:05",7440994,111517
35782,"2024-04-12 07:20:00",7815544,313954
540,"2024-03-29 07:01:00",8593792,581829
1123,"2024-03-26 17:32:24",10508636,700987
554,"2024-03-25 08:15:06",12483031,None
35713,"2024-03-29 16:30:03",18332843,936567
34905,"2024-04-15 13:20:26",48914,4689
33794,"2024-04-04 17:00:18",59180,1294
1115,"2024-03-27 17:42:15",74858,3020
33696,"2024-04-04 14:49:50",80438,6188
33042,"2024-04-04 17:48:00",104746,6913
36194,"2024-04-13 21:13:07",201779,15979
34875,"2024-04-15 15:00:08",229824,32279
36449,"2024-04-03 14:35:00",259132,12050
33324,"2024-04-04 01:14:32",287638,23733
34442,"2024-04-03 13:00:30",385411,13267
1600,"2024-04-01 19:01:17",500679,43636
36602,"2024-04-09 13:34:08",661342,11388
498,"2024-03-30 15:15:00",666397,29721
33466,"2024-04-03 10:59:58",701988,59115
1703,"2024-03-31 12:00:05",747938,54240
36217,"2024-04-13 22:17:00",874012,29412
35884,"2024-04-12 21:28:02",1085974,71560
33922,"2024-03-31 16:50:00",1106774,70366
1913,"2024-03-30 17:03:41",1130840,87260
1591,"2024-04-01 15:56:42",1269231,132182
36429,"2024-04-12 16:22:07",1487304,65311
800,"2024-03-26 16:32:09",1742938,28458
34386,"2024-04-01 16:45:03",2202100,213132
34284,"2024-03-30 16:48:00",2356483,146575
1448,"2024-03-27 18:46:06",2558241,222226
35529,"2024-03-20 15:20:59",3708282,41629
1370,"2024-03-30 16:00:17",3786452,103808
526,"2024-03-22 14:03:55",4187423,344370
36029,"2024-04-09 08:45:04",5015786,181601
917,"2024-03-23 15:01:37",6940263,334671
35732,"2024-04-11 18:00:14",7086589,195008
36510,"2024-03-30 20:58:40",15794107,597276
36793,"2024-04-09 01:26:00",15868012,230091
235,"2024-04-02 09:07:40",39347,None
34176,"2024-04-03 22:09:43",110236,8391
113,"2024-04-01 17:00:32",478144,44082
35487,"2024-04-03 09:09:34",554038,22320
34112,"2024-03-20 00:13:49",634414,50495
34028,"2024-03-13 13:40:14",669210,28939
913,"2024-03-26 11:00:47",680949,29484
36609,"2024-04-11 13:00:08",797471,47332
772,"2024-03-31 09:00:39",800904,53649
524,"2024-03-22 19:05:44",879507,42371
475,"2024-04-02 03:00:13",987393,83083
35775,"2024-04-13 11:00:53",1242691,79410
35201,"2024-04-11 19:00:03",1276688,146224
35281,"2024-04-09 12:15:02",1287580,104936
34219,"2024-03-22 09:57:17",1450055,133243
35388,"2024-04-08 08:00:05",1601408,14126
34452,"2024-04-03 06:23:44",1699154,109873
36725,"2024-04-11 22:14:40",2847693,317066
35370,"2024-03-16 16:29:06",3026435,138767
34058,"2024-04-02 15:05:10",3281387,205731
34839,"2024-03-29 23:38:00",3566435,244410
35186,"2024-04-09 13:00:02",4191667,84978
34413,"2024-03-29 16:18:50",4407263,120132
36397,"2024-04-08 13:48:34",4543688,241390
36855,"2024-04-08 16:03:48",5160336,276951
36751,"2024-04-08 17:21:46",8193454,176161
35341,"2024-04-08 20:39:42",10867846,370521
35746,"2024-04-06 09:52:24",14175312,563962
34516,"2024-03-25 09:00:00",14721796,490601
1402,"2024-03-08 16:11:02",18169508,861756
35756,"2024-04-12 11:44:12",19090459,94252
33382,"2024-03-25 11:48:35",38977376,3627434
36571,"2024-04-06 08:30:01",40149453,838520
1724,"2024-03-21 20:15:01",41764288,2233951
1295,"2024-04-02 03:00:26",78747,13750
34960,"2024-04-14 12:00:31",128767,6302
34980,"2024-04-14 06:18:30",150164,None
33049,"2024-04-04 05:17:05",284779,34573
33420,"2024-04-02 14:40:35",312666,26965
36690,"2024-04-07 23:55:00",337591,45294
36635,"2024-04-05 19:00:03",377418,12539
36315,"2024-04-11 20:31:26",754546,44753
944,"2024-03-29 14:15:52",773754,38168
36588,"2024-04-12 18:51:57",782240,96301
33802,"2024-03-27 14:00:15",784314,4391
771,"2024-03-29 15:23:02",794935,33702
358,"2024-03-08 16:03:08",912362,81266
35243,"2024-04-09 14:43:53",945239,68364
36808,"2024-04-09 19:21:52",1050344,62290
36801,"2024-04-12 13:12:39",1115400,58976
973,"2024-03-25 10:00:25",1294934,47747
840,"2024-03-24 14:12:17",1299358,80772
36360,"2024-03-17 14:00:00",1818947,63546
36019,"2024-04-10 09:00:33",1845792,125501
35826,"2024-04-10 09:00:57",2437593,151416
34046,"2024-04-04 10:30:07",2787838,264079
1154,"2024-03-23 19:00:24",3188914,119003
35233,"2024-04-08 11:30:16",3493259,61805
36702,"2024-04-14 17:00:05",3867605,184158
1193,"2024-03-04 01:03:15",4991308,48546
33114,"2024-04-03 05:00:20",4997840,360609
1889,"2024-03-23 08:59:41",6799739,429602
1918,"2024-03-26 15:30:27",6897206,606456
1683,"2024-03-09 15:17:56",7725610,None
36352,"2024-04-10 14:00:15",8566621,394945
1202,"2024-03-18 11:13:31",8813907,192631
836,"2024-03-26 13:35:31",8992947,273226
1635,"2024-03-21 17:13:07",10021423,564329
1802,"2024-03-21 16:28:14",10262398,686328
1149,"2024-03-17 06:50:54",12783376,589554
1731,"2024-03-26 11:43:16",14882810,546648
923,"2024-03-22 10:30:15",27913327,1437051
35525,"2024-03-20 19:49:07",30402307,473482
35284,"2024-04-03 03:55:39",30681630,438086
1194,"2024-03-15 11:00:22",37954141,525508
1877,"2024-03-15 06:16:56",126062620,2706978
34896,"2024-04-15 12:15:02",37797,3426
33732,"2024-03-30 13:03:14",111725,2027
36358,"2024-04-14 22:16:26",223784,12370
36468,"2024-04-10 10:30:04",239814,8608
35294,"2024-04-14 19:00:20",288839,35143
867,"2024-03-29 19:00:20",301501,17845
35453,"2024-04-11 11:30:14",342054,18341
35425,"2024-04-07 20:39:34",426194,21974
34100,"2024-04-03 16:54:15",602664,27716
1283,"2024-03-29 01:45:19",643311,73911
1247,"2024-03-25 05:30:10",704754,10222
35446,"2024-03-29 16:06:34",711179,27998
460,"2024-03-31 18:00:04",734072,42326
35448,"2024-04-06 18:13:56",802976,37094
36681,"2024-04-04 14:00:34",842162,29933
36676,"2024-03-29 01:19:42",860558,67971
854,"2024-03-26 20:01:08",870928,27458
700,"2024-03-23 12:00:40",934389,43566
1867,"2024-03-18 12:59:40",1053521,46844
33465,"2024-04-02 21:02:44",1448293,133062
1469,"2024-03-26 10:06:46",1461130,60550
36536,"2024-04-13 01:10:00",1582526,139574
898,"2024-03-22 23:46:18",1605375,65396
36344,"2024-04-06 19:00:21",1683546,145433
35923,"2024-04-12 12:20:08",2394945,163329
36448,"2024-03-20 07:00:38",2395162,153685
1465,"2024-03-30 04:26:56",2473465,133765
35835,"2024-04-10 14:19:00",2653622,202457
34372,"2024-03-25 04:00:32",2859670,156704
1302,"2024-03-20 14:30:19",3118505,69488
817,"2024-03-30 15:23:40",3878920,131519
34010,"2024-03-22 07:00:46",4248376,202440
36296,"2024-04-12 16:05:00",4940162,167886
743,"2024-03-18 12:00:39",5108980,172856
1260,"2024-03-08 10:13:16",5851274,320316
34652,"2024-04-03 15:23:45",5868308,377509
34889,"2024-04-12 07:00:35",6243666,246644
35743,"2024-04-09 13:47:53",6579531,331423
740,"2024-03-29 12:00:44",8902384,292663
798,"2024-03-28 08:30:36",9800278,382202
35772,"2024-04-05 19:30:12",10793137,580758
1089,"2024-03-12 09:00:34",12790614,None
36867,"2024-04-07 23:56:16",13262700,262071
35769,"2024-03-28 18:00:19",18105808,706447
35822,"2024-04-11 02:36:35",20279472,319926
36748,"2024-04-04 10:00:46",23533637,None
36650,"2024-03-25 20:30:05",43952458,467910
922,"2024-03-26 12:45:14",46489897,1815869
35854,"2024-03-27 22:07:23",105077649,1480439
36227,"2024-04-12 06:59:55",156672,15322
33496,"2024-04-03 11:15:03",178014,8586
35462,"2024-04-14 19:34:19",214038,9766
828,"2024-04-01 23:08:24",235182,16460
36254,"2024-04-08 12:03:38",246559,14693
35475,"2024-04-11 12:00:06",252019,6509
36600,"2024-04-13 11:00:49",285267,23320
36394,"2024-04-11 11:00:36",317255,19959
33378,"2024-04-02 13:28:31",354973,30330
34922,"2024-04-14 14:41:19",425063,27760
36050,"2024-04-13 15:58:41",525563,49606
35585,"2024-04-09 07:10:19",532581,None
443,"2024-03-30 19:00:09",560901,20827
1311,"2024-03-25 18:50:29",572991,13400
36669,"2024-04-05 14:58:57",624748,15340
144,"2024-04-01 09:37:12",660267,76819
1159,"2024-03-27 13:15:07",689012,21098
1165,"2024-03-31 14:13:05",712585,28177
946,"2024-03-16 13:33:54",965414,7202
35376,"2024-04-02 20:29:21",1051928,13170
758,"2024-03-25 03:18:41",1180022,18693
1828,"2024-04-01 00:00:00",1689546,95317
1876,"2024-03-30 11:56:24",2050668,94909
36626,"2024-03-22 11:38:49",2176357,93624
1667,"2024-03-26 20:01:44",2707928,45739
36327,"2024-04-09 15:35:28",3094751,91670
1410,"2024-03-28 21:00:17",3107912,119875
1160,"2024-03-28 10:00:42",3228373,155848
36372,"2024-03-31 18:44:50",3639365,105004
34655,"2024-04-02 16:31:48",3836170,252389
1328,"2024-03-28 16:00:01",4466723,370571
1826,"2024-03-26 22:00:31",5225097,187299
1176,"2024-03-27 00:31:36",6174081,66844
35752,"2024-04-08 20:06:14",6432060,261945
1803,"2024-03-27 23:31:37",9059274,352453
35883,"2024-04-05 10:00:06",15327416,160579
35790,"2024-04-03 11:55:33",17541296,824484
34895,"2024-04-12 04:56:24",21205607,954920
1776,"2024-03-14 17:46:08",33434395,1374101
36311,"2024-04-08 11:01:18",37139069,1778993
1212,"2024-03-22 00:54:22",38226428,787412
35941,"2024-04-10 01:39:16",45785210,981920
1023,"2024-04-01 10:58:15",97064,3701
999,"2024-04-01 13:30:49",136289,3136
34174,"2024-04-04 07:57:35",139240,18094
139,"2024-04-01 16:25:58",203291,10487
35479,"2024-04-13 15:16:02",210954,19175
33729,"2024-04-01 22:40:55",289156,17997
34983,"2024-04-13 15:00:02",312360,15689
1239,"2024-04-01 20:00:17",436718,70040
1610,"2024-04-01 02:56:18",754381,87529
34712,"2024-04-03 20:43:19",810400,66399
1619,"2024-04-01 11:27:54",994696,61247
1475,"2024-03-28 07:57:21",1394978,108883
35356,"2024-04-07 11:30:06",1679654,83436
34165,"2024-03-22 19:51:52",1740871,58582
1792,"2024-04-01 15:23:19",1746013,80538
36814,"2024-04-09 16:05:00",1993097,157210
1393,"2024-03-26 18:00:07",2608294,220174
35949,"2024-04-08 20:00:28",2691338,157743
36080,"2024-04-06 16:56:13",2955853,151165
36795,"2024-04-09 16:40:35",3073858,96440
1456,"2024-03-27 11:07:29",3528126,133173
482,"2024-03-28 08:00:38",3751638,288107
34347,"2024-04-03 17:30:00",3989655,172808
1808,"2024-03-26 12:27:23",4678742,208680
34891,"2024-04-11 19:00:17",6279267,81663
36738,"2024-04-09 18:03:43",8204755,430670
35718,"2024-04-10 14:34:59",8233349,614120
36662,"2024-03-27 10:17:24",8235510,265534
1743,"2024-03-26 15:58:37",8781219,523077
1276,"2024-03-23 12:50:37",9030113,303941
35365,"2024-04-05 13:30:02",9139353,620377
1898,"2024-03-15 21:05:32",14968749,540245
1325,"2024-03-27 10:30:07",19687793,1193451
1874,"2024-03-26 18:15:09",21310155,909926
34210,"2024-03-17 18:46:00",27417839,803481
1101,"2024-04-02 12:05:29",49999,8405
33671,"2024-04-02 22:03:22",106309,5216
34635,"2024-04-01 11:00:28",209893,15921
1223,"2024-03-30 14:41:16",235428,5032
35565,"2024-04-11 07:50:00",297856,28667
35419,"2024-04-09 20:28:09",353278,12881
1056,"2024-03-31 08:37:49",361499,13696
1298,"2024-03-28 12:12:20",361721,21432
1177,"2024-03-31 15:00:32",395215,48343
974,"2024-03-10 19:29:55",417816,16437
899,"2024-03-27 11:04:00",438671,26089
36685,"2024-04-10 19:01:44",486361,53712
36615,"2024-04-10 15:59:27",505384,45354
830,"2024-03-30 20:23:22",565111,23811
33432,"2024-04-03 07:12:59",569945,19645
34966,"2024-04-09 20:03:12",622909,35503
1663,"2024-03-29 19:53:52",659177,122854
1081,"2024-03-28 16:12:40",681531,27519
1088,"2024-03-19 18:01:08",686815,26409
1273,"2024-03-20 23:09:07",750837,31694
36606,"2024-04-03 18:00:26",782125,41546
773,"2024-04-01 14:22:13",1017321,30607
750,"2024-03-28 18:00:26",1277820,70056
431,"2024-03-26 11:00:42",1886013,127687
35385,"2024-04-01 12:48:59",2466984,110781
1162,"2024-03-25 11:12:06",2514875,197995
35880,"2024-04-07 21:41:48",2690309,177698
34697,"2024-04-02 18:13:58",3052155,132425
194,"2024-03-22 14:56:52",3258090,179830
36299,"2024-04-12 18:00:09",3308959,142345
847,"2024-03-28 04:36:23",3457737,199852
1182,"2024-03-27 08:15:22",3529111,367036
34321,"2024-04-01 23:53:00",3683832,388663
1254,"2024-03-11 15:28:45",3720452,274229
35776,"2024-04-06 12:00:19",3933872,218285
33389,"2024-03-18 04:00:01",4195249,151009
36682,"2024-04-02 11:00:06",4379288,158751
35737,"2024-04-09 01:15:02",6393063,401401
1723,"2024-04-01 10:30:06",6447501,601036
35865,"2024-04-06 14:30:14",7726314,364801
1272,"2024-03-11 22:01:11",7832132,472282
1171,"2024-03-17 22:22:58",8837323,100595
726,"2024-03-24 15:48:41",9633370,581268
1873,"2024-03-18 09:09:00",13427449,569509
36530,"2024-04-10 05:43:51",14751950,524716
823,"2024-03-20 09:00:38",19398126,601210
35715,"2024-04-06 10:30:14",40147784,2020501
36767,"2024-03-17 22:03:01",44783463,2380010
36143,"2024-03-27 11:34:16",44815410,1960585
1902,"2024-03-15 18:00:30",57364452,2308915
891,"2024-04-01 21:37:23",80476,6897
114,"2024-04-02 00:53:39",227438,13754
34524,"2024-04-03 00:38:51",257622,19167
35303,"2024-04-14 03:55:03",309703,25643
32997,"2024-03-14 10:57:50",365704,17449
1214,"2024-03-13 22:25:27",373972,19778
859,"2024-03-26 21:45:00",471377,16922
33422,"2024-04-02 09:00:29",540551,12681
334,"2024-03-08 14:05:51",602538,34716
36572,"2024-04-13 02:19:18",636598,42112
34406,"2024-04-02 14:15:02",650072,94344
35659,"2024-03-29 09:08:46",746347,34212
33375,"2024-04-01 13:10:23",753712,72462
439,"2024-03-28 13:03:23",787326,24830
33501,"2024-03-18 11:40:28",907487,59801
35801,"2024-04-09 18:02:00",1230778,62934
1218,"2024-03-26 09:59:54",1538204,None
266,"2024-03-15 18:37:03",1563356,None
35978,"2024-04-09 14:38:22",2327562,106792
35848,"2024-04-09 09:16:11",3074344,349291
455,"2024-03-11 17:21:40",3565972,244487
35731,"2024-04-12 21:15:00",4708585,257805
36705,"2024-04-13 10:30:01",5119068,480297
35778,"2024-04-09 11:51:24",5280698,184306
34694,"2024-03-29 17:36:28",5446338,289059
1135,"2024-03-26 17:35:40",5714527,288976
185,"2024-03-11 12:07:28",6472837,342091
1365,"2024-03-27 11:23:48",6959879,559020
36111,"2024-04-08 22:15:02",7895880,245046
1821,"2024-03-23 12:32:41",9273380,422358
36123,"2024-04-03 21:01:02",9657001,377208
36336,"2024-04-09 15:56:50",13202512,454373
35141,"2024-04-04 21:00:42",42144735,1698028
98,"2024-04-02 14:23:45",57466,4224
34239,"2024-04-03 14:37:51",82426,8302
33056,"2024-04-04 09:30:23",103595,12370
1086,"2024-03-27 16:57:49",142477,6176
36450,"2024-04-12 15:10:10",152908,2085
36326,"2024-04-11 01:33:20",178328,5891
155,"2024-04-01 10:00:40",211354,13657
33020,"2024-04-04 09:32:12",236781,18384
34589,"2024-04-03 16:30:18",279852,28656
35428,"2024-04-08 14:50:54",359295,24538
35497,"2024-04-03 23:05:59",514323,6080
35377,"2024-04-09 11:00:07",820661,41512
513,"2024-03-28 15:02:16",829143,22572
35422,"2024-04-06 09:00:06",966326,37337
1232,"2024-03-06 21:00:04",1034271,62781
35552,"2024-04-10 13:18:19",1133730,65127
953,"2024-03-24 11:33:16",1207002,45558
739,"2024-03-29 11:00:49",1336711,97626
35256,"2024-04-09 14:42:17",1486013,54124
1557,"2024-03-28 23:25:58",1673891,120028
36328,"2024-04-12 11:58:46",1768963,84568
446,"2024-03-16 15:00:20",2082509,136897
34604,"2024-03-19 07:28:02",2637992,146883
1737,"2024-04-01 15:01:47",2641634,None
35850,"2024-04-07 07:18:39",3796137,204383
1397,"2024-03-26 14:36:43",4651417,166261
1301,"2024-03-16 23:00:00",5421231,210684
1072,"2024-03-08 13:22:01",7427228,437509
35945,"2024-03-31 21:12:41",7500726,420074
35725,"2024-04-11 12:00:10",7505509,356988
35816,"2024-04-05 20:45:02",10678426,577981
35239,"2024-04-11 08:00:50",11535395,412318
33328,"2024-03-20 11:44:28",15486619,1384497
35259,"2024-03-27 08:00:41",21187184,471911
34744,"2024-03-30 08:00:00",24018123,618448
724,"2024-03-21 07:36:54",66184446,1762276
82,"2024-04-02 15:00:06",90761,10430
34586,"2024-03-31 11:11:22",227464,10701
34884,"2024-04-15 00:18:57",312051,23110
34541,"2024-04-02 20:30:21",319440,17109
35468,"2024-04-12 14:35:10",332678,5496
33686,"2024-03-29 17:48:19",342324,2584
36384,"2024-04-05 13:56:49",360445,5364
33386,"2024-04-03 19:00:00",413200,42550
187,"2024-04-01 13:23:25",466824,33704
36052,"2024-04-14 10:00:13",484198,46328
962,"2024-03-29 13:23:36",562998,52283
34876,"2024-04-15 11:00:46",596984,86269
33981,"2024-04-01 15:00:05",891082,97186
35380,"2024-04-11 23:40:26",990226,108780
1403,"2024-03-30 17:19:04",1014482,80199
1670,"2024-03-27 13:33:23",1070386,90985
1888,"2024-03-30 23:00:09",1094715,121716
34677,"2024-04-03 14:56:52",1187299,94019
1017,"2024-03-24 09:06:43",1242420,48852
35420,"2024-03-28 20:26:19",1322108,87607
1035,"2024-03-21 15:44:21",1329271,23643
878,"2024-03-25 07:20:14",1546859,33406
158,"2024-04-01 10:15:59",1845646,90196
35973,"2024-04-13 11:00:34",2012977,171173
459,"2024-03-27 16:07:57",2017553,122876
1799,"2024-03-28 13:31:42",2076984,126156
537,"2024-03-10 10:00:30",2142940,75387
35792,"2024-04-10 10:30:14",2658539,129943
357,"2024-02-29 13:01:21",3009508,138349
34674,"2024-04-01 13:31:11",3103171,407622
36574,"2024-04-03 17:35:11",3227547,127660
36742,"2024-04-09 15:27:24",3685806,132658
1502,"2024-03-24 12:53:50",3988883,210653
1170,"2024-03-18 10:30:17",4121848,104792
1852,"2024-03-12 15:00:10",4226042,283922
382,"2024-03-30 09:00:04",4253370,294640
34657,"2024-03-28 00:16:20",4538842,204621
1203,"2024-03-22 13:45:00",4907870,107076
1468,"2024-03-26 15:05:44",5847911,211133
897,"2024-03-15 11:48:28",5967447,155680
1181,"2024-03-20 17:45:10",5999234,270752
34399,"2024-03-30 00:06:45",6213674,None
420,"2024-03-22 17:00:00",10010694,368107
36369,"2024-04-07 10:15:51",12000575,394969
1249,"2024-03-08 08:44:48",15169094,298100
1340,"2024-03-24 15:00:14",16136187,1100524
310,"2024-03-03 12:24:52",16308138,473592
36465,"2024-03-24 08:00:02",19292001,731030
35159,"2024-04-05 09:36:13",46710013,729815
103,"2024-04-02 09:30:18",121618,17759
273,"2024-03-30 14:00:03",129711,10219
1019,"2024-03-31 18:00:37",164366,20422
1299,"2024-04-02 10:23:26",175986,9848
36477,"2024-04-12 17:28:23",238354,14903
35567,"2024-04-02 15:00:02",254298,13684
1018,"2024-03-30 08:50:01",371466,9123
35708,"2024-03-17 07:39:31",404193,10308
34760,"2024-04-02 20:53:46",513231,31942
463,"2024-03-23 09:00:46",551848,21601
33367,"2024-04-01 13:00:38",592828,32258
539,"2024-03-30 09:00:42",611963,95057
176,"2024-03-31 20:21:57",674876,39812
34357,"2024-04-01 14:59:43",773390,87146
1306,"2024-03-24 08:00:16",1002992,57391
36543,"2024-04-11 08:20:00",1109598,31251
504,"2024-03-19 07:00:14",1184253,58252
36632,"2024-04-07 15:36:50",1222256,48786
1304,"2024-03-24 18:21:29",1251002,22072
36891,"2024-04-09 13:00:12",1380387,121743
984,"2024-03-13 08:00:26",1397214,119329
36554,"2024-04-08 11:23:56",1633366,51073
35838,"2024-04-09 19:30:03",1657539,97137
